"W1","W2","W3","W4","A","Y"
0,1,0.133938160259277,2.88377313409001,0,0
0,0,0.824511573882774,3.97441448410973,0,0
0,0,0.22440823004581,2.55681064678356,0,1
1,1,0.379344992572442,3.34894411615096,0,1
1,0,0.22796065104194,4.9816511652898,0,0
0,1,0.795503597939387,3.20298928418197,0,0
1,1,0.455674360739067,1.57288498710841,1,1
0,1,0.1146698622033,3.05438351235352,1,0
1,0,0.97563580586575,2.13704792317003,0,0
1,0,0.92878988548182,1.25542858499102,0,0
1,1,0.638448695652187,3.17341214511544,0,1
1,1,0.419343119487166,4.07833717414178,0,1
0,0,0.4653150155209,4.49552943580784,1,0
1,1,0.420882535399869,2.89674695930444,1,1
1,0,0.628884489415213,3.39798476314172,0,0
0,1,0.656315239612013,2.41812054649927,1,0
0,0,0.87005485384725,0.647291106870398,0,0
0,0,0.481030552182347,3.61992747173645,1,0
1,1,0.803324244217947,0.30630464782007,1,0
1,0,0.639992598677054,1.77181976265274,1,0
1,0,0.445898650679737,2.6921781047713,0,1
0,0,0.657666717423126,3.56543805683032,0,0
1,0,0.600575979799032,2.52893948345445,0,0
0,1,0.974968906491995,1.38740855385549,0,0
0,1,0.15673603862524,2.42601077305153,0,0
0,0,0.511649467051029,1.73098987899721,1,0
1,1,0.543973708059639,3.05638456833549,1,1
1,0,0.0283451997675002,0.987338598351926,1,0
1,0,0.227740653092042,3.2846786826849,0,0
0,1,0.350741838570684,3.81821568822488,0,0
0,1,0.796388622606173,0.941865118220448,1,0
0,1,0.543448780430481,3.94549820921384,0,0
0,1,0.655696756672114,4.1365556884557,0,1
1,0,0.437211350305006,1.3681117980741,0,0
1,0,0.826918763807043,2.7693024079781,0,0
0,1,0.129017883911729,2.19730057404377,0,0
0,1,0.760957846883684,2.31608512578532,1,1
0,1,0.0661357687786222,1.73803210025653,0,0
0,0,0.711251734290272,3.58849172363989,0,0
0,1,0.609198777470738,2.66412853496149,0,0
0,0,0.901857493910939,2.94319604174234,0,1
0,0,0.439578083576635,1.0462342959363,1,0
0,0,0.167447906685993,0.169320204295218,1,0
0,0,0.899921181378886,3.31673648557626,0,0
0,1,0.646101059159264,3.26173645444214,0,0
0,1,0.175008176127449,2.78113517095335,0,1
1,1,0.254155318252742,1.59311208524741,1,1
1,1,0.314763884060085,3.78252592054196,1,1
1,0,0.381474212277681,0.0677335832733661,1,0
1,1,0.116695660399273,2.34659520327114,1,1
0,0,0.313790579792112,0.789907573489472,0,1
1,1,0.327229245333001,2.64490372268483,0,1
1,1,0.00445979065261781,0.63607836025767,1,1
0,0,0.682067228248343,3.78091749851592,0,0
0,0,0.451353091979399,1.4809223683551,0,0
0,1,0.0742183176334947,1.66423149988987,0,0
0,0,0.205591053003445,4.65141292428598,0,1
0,0,0.945895084412768,0.0198462244588882,1,0
1,1,0.204316669143736,2.84679689444602,0,1
0,1,0.578962677391246,3.39361159829423,0,0
1,1,0.217753501608968,0.956103925127536,1,1
0,0,0.17453985568136,2.53273092210293,0,0
0,1,0.325015375623479,3.33841262152418,0,0
0,1,0.794889437966049,1.70693232561462,1,1
1,0,0.400455280207098,3.1107114313636,0,0
0,1,0.840598795795813,3.13934546080418,0,0
0,0,0.297074103727937,4.20335927861743,0,0
0,1,0.503165055299178,0.00139134819619358,1,0
1,1,0.0048061718698591,0.446217353455722,1,0
0,0,0.330116454744712,1.45863129058853,1,1
1,1,0.0479874634183943,4.72025218070485,0,1
1,1,0.614419739227742,3.41856024460867,0,1
1,1,0.258658056380227,1.84167292783968,1,1
1,0,0.741527781821787,0.613177990308031,0,1
1,1,0.198181183077395,4.56995497108437,0,1
1,0,0.73003032291308,0.0911987409926951,0,0
1,1,0.938311438309029,2.72023860481568,1,1
0,1,0.487143340986222,2.37300816224888,1,0
0,0,0.531530583510175,0.886820375453681,1,0
0,1,0.851561818271875,3.44085102900863,0,1
1,0,0.212444336153567,3.99020076147281,0,1
0,1,0.486675450578332,1.68480809079483,1,0
0,1,0.144334604032338,2.83879719674587,0,0
1,1,0.171634055208415,2.62867097859271,1,1
0,1,0.0326150238979608,3.63934274180792,0,0
0,1,0.783994316821918,0.880687675671652,1,0
1,0,0.238197274040431,0.0737684557680041,1,0
1,1,0.732004783581942,1.91126015852205,1,1
1,1,0.461689189076424,4.64907764922827,1,1
0,0,0.112585995579138,0.0657296052668244,1,0
0,0,0.751766782486811,3.32622569403611,0,0
1,0,0.124643764924258,4.88635533605702,0,1
0,0,0.327504045562819,3.14168505370617,0,1
1,0,0.560176579281688,4.36264411197044,0,0
0,1,0.738420238019899,3.67298118537292,0,0
0,0,0.590985130053014,2.75989284622483,0,0
0,0,0.199125596089289,3.36474315961823,0,0
1,0,0.976536468137056,4.69168709591031,0,0
0,1,0.474463088437915,2.48495862353593,1,0
0,1,0.636668626684695,3.79973634611815,0,0
1,0,0.998384241713211,4.87452926696278,0,0
1,0,0.655368950916454,4.61301875649951,0,0
0,1,0.143049767473713,3.97785324719734,0,1
1,0,0.253774995682761,1.74243772984482,0,0
0,1,0.824472736567259,3.04569905274548,0,0
0,0,0.7391559376847,3.99961064686067,0,0
0,0,0.0464338446035981,4.49885503505357,0,1
1,1,0.778376836096868,0.957991126924753,1,1
1,0,0.738176507409662,2.53411649726331,0,0
1,0,0.735343175241724,3.10417229891755,0,0
1,0,0.741460765711963,4.51465893071145,0,0
1,1,0.124572718050331,3.12104414799251,1,1
1,1,0.536434730049223,3.9496299973689,0,1
0,1,0.163070955779403,0.536189624108374,1,0
0,1,0.47878280421719,3.5287328902632,0,1
0,1,0.362262748414651,4.19109244015999,0,0
0,0,0.86843209550716,0.377491932595149,1,0
1,1,0.113686172058806,3.49587335367687,1,1
0,0,0.456629168242216,2.92295310995542,0,0
1,1,0.551695583388209,3.12206897302531,0,1
0,0,0.450285934144631,3.52611171198077,0,0
0,0,0.276226237183437,0.25186657672748,0,0
0,1,0.918928369879723,2.85569836967625,0,0
1,0,0.148421123623848,0.499456675024703,1,1
1,0,0.205980077851564,3.35968420957215,0,1
1,0,0.665073783835396,1.2677735905163,0,0
1,1,0.787112450227141,1.89673274522647,1,1
1,0,0.855467354413122,3.1496479967609,0,0
1,0,0.666490521514788,4.67384484480135,0,0
1,1,0.183286434039474,3.13631095690653,0,1
0,1,0.713840632466599,1.00771213299595,1,0
1,0,0.875251184450462,0.723048609215766,1,0
0,1,0.653011462884024,4.61368127493188,0,0
0,1,0.402179801603779,4.6841635776218,0,1
0,0,0.719399606576189,3.62311823060736,0,0
1,1,0.930920951068401,2.70346516161226,0,1
1,1,0.426020777784288,0.984918777830899,1,1
1,0,0.233131079236045,1.12260586116463,1,0
0,0,0.357611143728718,0.604134526802227,1,1
1,0,0.642000627936795,0.916824254672974,0,0
1,0,0.952305015176535,0.0578299711924046,1,0
0,1,0.530885897576809,4.80078602791764,0,1
0,0,0.40904097026214,3.0267001921311,0,0
0,0,0.857563227647915,3.64045021007769,0,1
1,0,0.812300809426233,3.0179672234226,0,0
0,1,0.953849160112441,2.28956908336841,0,0
0,0,0.28406980750151,3.94297873135656,0,0
1,0,0.158301393501461,2.44360082317144,0,0
0,0,0.252827488817275,4.7774445975665,0,0
0,0,0.350635503651574,2.69783462630585,0,1
1,1,0.76352394092828,2.40950200124644,1,1
0,1,0.749125502305105,2.54414772149175,0,0
1,0,0.744555570418015,4.84234506147914,0,1
1,1,0.623550334013999,2.21644515637308,0,1
1,1,0.0100928824394941,3.64635191508569,1,1
1,1,0.0119679206982255,2.85304550197907,0,1
1,1,0.718087568180636,3.011639903998,1,1
1,0,0.165760465431958,2.95667333295569,0,0
1,1,0.624188726302236,2.23602826357819,1,1
1,0,0.992084242636338,4.20843036961742,0,0
0,0,0.625432465225458,4.47085540276021,0,0
1,1,0.302314869128168,1.81379898102023,0,1
1,0,0.50478793354705,3.86303276056424,0,0
0,0,0.862552551785484,4.30004267138429,0,0
0,1,0.584710145602003,3.01361764431931,0,0
1,1,0.711512677837163,3.46575503353961,0,1
1,1,0.878218087600544,1.3210827158764,1,1
1,1,0.592943522613496,4.15505357319489,0,1
1,1,0.581236125668511,0.753846175502986,1,1
0,1,0.568941002245992,2.21174282021821,1,0
0,1,0.343606310663745,2.46081420104019,0,1
1,1,0.324701823759824,1.84456114540808,0,1
0,0,0.709255375666544,4.91629438125528,0,1
0,0,0.697617950150743,2.59497159160674,0,1
1,0,0.11979744466953,1.79414605139755,1,1
1,0,0.0883886150550097,3.30728264176287,0,0
1,1,0.348531985422596,3.93558755400591,0,1
1,0,0.664054510416463,2.69771948456764,1,1
0,1,0.197273857425898,4.83361801831052,0,0
1,1,0.333064035046846,3.71924449224025,1,1
0,1,0.614873569691554,0.557412337511778,0,0
0,1,0.307317383820191,2.06967406556942,1,0
1,1,0.994826127076522,3.797548803268,0,1
0,0,0.232807504944503,1.53567946981639,1,0
0,0,0.349508430808783,0.594133824342862,1,0
0,1,0.455276362132281,3.67134621366858,1,0
1,0,0.258346914779395,1.35873429477215,0,0
0,1,0.246909161331132,0.940078500425443,0,0
0,1,0.0575779734645039,1.78664940642193,1,0
0,1,0.914627400692552,4.61491237743758,0,1
1,0,0.632854979252443,3.5978073941078,0,0
0,0,0.538009630981833,4.928421220975,0,0
1,0,0.229893356794491,4.50389724224806,0,1
1,0,0.00893168477341533,3.57759748701937,0,1
0,0,0.490929633378983,0.0143442570697516,1,0
1,1,0.911126215243712,3.18299691891298,1,1
1,1,0.368601544527337,2.97826634021476,0,1
1,1,0.0233869256917387,4.359276330797,0,1
0,0,0.175111644435674,2.11285263765603,0,1
1,0,0.836306882090867,1.16278071887791,1,0
0,0,0.600207571173087,3.41997642302886,0,1
0,1,0.841955313226208,3.57167941168882,0,0
0,0,0.670562578598037,0.440165267791599,1,0
1,1,0.734659425448626,0.684834750136361,1,1
1,0,0.413835489889607,0.0816739210858941,1,0
0,1,0.349459898192436,2.20537554239854,1,0
1,1,0.208558215294033,4.9553267355077,0,1
1,1,0.265992728527635,0.558502685744315,1,1
1,1,0.779438248137012,3.74426814494655,0,1
0,0,0.783237298717722,1.06856385595165,0,0
1,1,0.397979691624641,3.60387839726172,1,1
0,0,0.883337358944118,1.43553911475465,0,0
1,0,0.741474772803485,0.543321553850546,0,0
1,0,0.614309687167406,1.12985403393395,1,0
1,0,0.888358511729166,2.25213417201303,0,0
0,0,0.710563309723511,0.606830564793199,0,0
1,0,0.961594615830109,4.75527329719625,0,0
1,0,0.856903290143237,1.94924157694913,1,0
1,1,0.110673121409491,3.25450293254107,1,1
0,1,0.528334135422483,0.77326909522526,1,0
0,0,0.961318656802177,3.39027081150562,0,0
1,0,0.706206786213443,4.24413828761317,0,0
0,1,0.104860733728856,3.45985707012005,0,1
0,1,0.105177632533014,1.82195791858248,0,1
1,0,0.400975809898227,1.46270032390021,0,0
0,1,0.383300298592076,0.985593289369717,1,0
1,1,0.961203060811386,4.18462995556183,0,1
1,1,0.756284841569141,0.896125526633114,1,1
0,1,0.668742332141846,4.35779157560319,0,0
0,0,0.458005380816758,4.34208027319983,0,0
0,1,0.4179156224709,0.183963633608073,1,0
1,1,0.381469872314483,0.991772173438221,1,1
1,1,0.0295699790585786,2.27158488356508,1,1
0,0,0.0124791839625686,4.59754796582274,0,1
0,0,0.547186407260597,2.44311958551407,0,1
1,0,0.712565440917388,0.392807507887483,1,0
1,0,0.0521787218749523,4.90232667303644,0,0
1,1,0.683371488936245,2.9589216853492,0,1
1,1,0.995992863783613,3.19649342331104,1,1
0,0,0.757811603136361,3.32178171374835,0,1
1,1,0.482629585778341,2.18678749515675,1,1
1,0,0.126031334977597,4.31504661217332,0,1
1,0,0.70839166152291,0.429406628245488,1,0
0,0,0.457506714854389,1.66447002091445,0,0
1,1,0.5642946860753,1.20809615356848,1,1
1,1,0.483440784504637,2.05812330008484,1,1
1,1,0.263418529648334,0.815473777474836,1,1
0,1,0.81829124991782,4.19623507885262,0,0
1,1,0.203329596435651,0.752016128972173,1,0
0,1,0.307488759048283,2.61848045163788,1,0
1,0,0.533079905202612,2.82641313038766,0,0
1,0,0.338136334437877,0.510022020898759,1,0
0,0,0.0750469630584121,4.09423252916895,0,1
1,0,0.555399999022484,0.167839226778597,1,0
1,1,0.0867473597172648,4.87538626533933,0,1
1,1,0.525410280097276,0.993363910820335,1,1
1,1,0.558479990344495,1.97486339486204,1,1
1,1,0.427763514453545,1.54019458219409,1,1
1,1,0.815776742761955,2.88791356491856,0,1
0,1,0.405290366848931,0.353438459569588,1,0
1,0,0.78590666805394,0.230841190787032,1,0
1,1,0.476762376027182,3.64604568108916,0,1
0,1,0.977916300529614,1.25683370046318,1,0
1,1,0.0765738754998893,2.2294967842754,0,1
0,1,0.488810312002897,4.54379098839127,0,1
1,0,0.437180870678276,0.442071025026962,1,0
0,0,0.774048340739682,3.17408533068374,0,0
1,0,0.357006269041449,0.804348606616259,1,1
0,1,0.870105741312727,0.011719239410013,0,0
1,0,0.276944917393848,0.266482847509906,0,0
0,0,0.65567205590196,2.84761206712574,1,0
1,1,0.0288438834249973,0.118647826602682,1,1
0,1,0.176657063420862,0.0445955235045403,1,1
1,1,0.174819203093648,2.24725421285257,0,1
0,1,0.97743763634935,1.73307109274901,0,0
1,0,0.54091428196989,2.30613119900227,0,0
0,0,0.304312015417963,3.1917576037813,1,0
1,0,0.764089283999056,2.21711317892186,0,0
1,1,0.189164063893259,3.42685582116246,1,1
1,0,0.23306623683311,2.85130991251208,0,0
1,1,0.111361221875995,2.7343886741437,1,1
0,1,0.424538657534868,1.12375131691806,0,0
0,1,0.675586249912158,3.62064077635296,0,0
0,1,0.809005295392126,0.28877978795208,1,0
0,1,0.582198321353644,4.19234732282348,0,0
0,0,0.347514162305743,3.07969340588897,1,1
1,1,0.702283090213314,4.06975454650819,1,1
0,1,0.649112130748108,0.954933292232454,1,1
0,0,0.204963805852458,2.23330451757647,0,0
0,1,0.834707051981241,2.58045580238104,1,0
1,0,0.970787371741608,2.80827307607979,0,0
0,1,0.856741445837542,3.15266891033389,0,0
0,1,0.603069945937023,1.67083755368367,0,0
0,1,0.262524599442258,2.89426235947758,0,0
1,1,0.648137986660004,1.74817874329165,1,1
1,1,0.5176783464849,3.56286442955025,0,1
1,0,0.539770574774593,3.35079332930036,1,1
0,1,0.304901737486944,1.74199966597371,1,0
0,1,0.796838006470352,2.32561311917379,0,0
0,0,0.744953490560874,1.22871544677764,1,1
1,1,0.372307213488966,1.95352133829147,1,1
0,1,0.732839636970311,2.18524427502416,0,0
1,1,0.935722136637196,0.58276352705434,1,0
0,0,0.56995917763561,3.57423097360879,0,1
0,1,0.805503668030724,1.57840133062564,0,0
1,1,0.506025166716427,4.46761500323191,1,1
1,1,0.564379444345832,2.68976614810526,0,1
0,0,0.388630551518872,0.72142012999393,1,0
0,0,0.511819433653727,3.79285936243832,0,0
1,0,0.184858608292416,2.86542803631164,0,0
1,1,0.579304381972179,4.45294767268933,1,1
1,0,0.629094292409718,4.57489348482341,0,1
0,0,0.760581518057734,2.93539577629417,1,0
0,0,0.914095007348806,2.3512056376785,1,0
1,1,0.429440408246592,0.812213461613283,1,1
1,1,0.286129996180534,2.73163205944002,1,1
0,1,0.541133960941806,1.0323832067661,1,0
0,1,0.659972262568772,4.53692005481571,0,0
1,1,0.838743665255606,1.53907454805449,1,1
0,1,0.674823618726805,1.31831580656581,0,0
1,0,0.577436423161998,4.24560405313969,0,0
1,1,0.606559111736715,0.242492930265144,1,1
0,1,0.89233650569804,2.63357572839595,0,0
0,0,0.934892296791077,3.01422374439426,1,0
0,1,0.0440851068124175,1.58455133321695,0,1
1,1,0.205492895329371,1.42055528238416,1,1
0,1,0.101744363317266,2.2786874556914,0,1
0,1,0.632097270572558,1.95660596014932,1,0
0,1,0.403151098173112,2.43385855690576,0,1
1,1,0.886668964987621,1.07921341666952,1,1
0,1,0.31989652174525,4.66479853610508,0,1
0,0,0.156260011717677,1.88061545952223,0,0
0,1,0.381687727989629,1.94158041500486,0,0
1,0,0.988098113797605,3.55385592090897,0,0
1,1,0.235422287369147,1.91889394307509,1,1
1,1,0.978482514386997,1.19256990263239,1,1
0,1,0.508393116062507,0.0204725039657205,0,0
0,0,0.674629661254585,0.883950650459155,1,1
0,0,0.292673425981775,1.8957036617212,0,0
0,1,0.647459744010121,1.99654749128968,0,1
1,0,0.871851767646149,2.48705080710351,0,0
1,1,0.833495380356908,0.237349376548082,1,0
0,1,0.669514158274978,2.6078861230053,0,0
1,1,0.651182021712884,2.64537607086822,1,1
1,1,0.390815579332411,4.79181042872369,1,1
0,1,0.877919163089246,0.736272644717246,1,0
0,0,0.0143731229472905,0.165263154776767,1,0
0,1,0.106336152879521,4.22537605743855,0,0
1,1,0.390101155498996,4.3942865554709,0,1
0,0,0.0406731197144836,4.87066525034606,0,1
1,1,0.290093460585922,1.38283472275361,0,1
1,0,0.874024014221504,4.5279557921458,0,0
1,0,0.676633950555697,4.56653980189003,0,0
1,1,0.932194755179808,0.739599557127804,1,1
0,1,0.511901354650036,3.83315231418237,0,0
1,1,0.29886660608463,0.813445864478126,1,1
0,1,0.925050261197612,3.21932443650439,0,1
1,1,0.308994627092034,2.81201939447783,0,1
1,1,0.327693733153865,4.53934800461866,0,1
0,0,0.197848547482863,4.25824369769543,0,0
0,1,0.906993445940316,4.37403175514191,0,0
1,1,0.125728687737137,4.37852601637132,0,1
1,0,0.972586243413389,1.546660666354,0,0
0,0,0.0775561346672475,0.809742421843112,0,0
0,0,0.202368200756609,3.23127582902089,1,0
1,0,0.162768808426335,0.43838482699357,1,1
0,1,0.0894629477988929,0.86409400915727,1,0
0,1,0.730183629784733,2.8311444632709,0,0
1,1,0.621919012628496,1.19889132329263,1,1
0,1,0.661552701378241,3.54046137654223,0,0
1,1,0.432788201374933,3.97216571960598,0,1
0,1,0.528519372455776,3.12535127741285,0,1
1,1,0.842266979860142,4.09558177809231,0,1
1,1,0.747432769741863,3.13927133218385,0,1
1,0,0.460786390583962,2.56320335785858,0,0
0,0,0.28828086447902,1.90629612654448,1,0
0,1,0.0630595688708127,2.57153088925406,0,1
1,1,0.933175942627713,3.2886946387589,0,1
1,0,0.355470659444109,0.44797750422731,1,0
1,1,0.20116810221225,0.96644239150919,1,1
0,0,0.632203430170193,4.43179779569618,0,0
1,0,0.154533112421632,3.38735027587973,0,1
1,1,0.915666538756341,2.57611624663696,1,1
1,0,0.333492229925469,2.64734331401996,0,0
0,1,0.782887575449422,3.84975538239814,0,0
1,1,0.104449709877372,3.78155831247568,1,1
0,0,0.572568803792819,4.18159182183444,0,0
0,0,0.408283036435023,1.2883091904223,1,0
0,0,0.944371097488329,3.90016270452179,0,0
0,1,0.893365353578702,3.83709596120752,0,0
0,1,0.712190912337974,2.81688271905296,0,0
1,1,0.43772067152895,4.81072318623774,0,1
0,1,0.608067686203867,2.2808648145292,0,0
1,1,0.520629656268284,3.28633208875544,1,1
0,0,0.546353814657778,4.27734906203113,0,0
1,1,0.360869369935244,1.40915994648822,1,1
0,1,0.284504288807511,1.97999098920263,0,0
1,1,0.545855913078412,3.89449038309976,0,1
1,0,0.454673825297505,4.04880130663514,0,1
1,0,0.0153404059819877,1.23760075890459,0,1
0,1,0.676192408427596,2.38510467694141,0,0
0,1,0.515693415654823,0.484415089013055,1,1
0,0,0.366039554821327,2.75030682678334,0,0
0,1,0.548920233268291,2.36441361368634,0,1
0,1,0.239082276355475,4.13652399438433,0,1
0,0,0.454382158350199,4.82344308984466,0,0
0,1,0.532685243757442,4.73663463606499,0,1
1,0,0.68017343361862,2.05628615454771,1,0
1,1,0.0286297893617302,0.603869094047695,1,1
1,1,0.846484490437433,4.88532921299338,0,1
1,1,0.316758807981387,0.555832715472206,1,0
1,1,0.129138041287661,3.03004203015007,1,1
0,0,0.0215349094942212,1.33453586720861,1,0
1,0,0.761937853880227,0.0718134455382824,1,0
1,1,0.365135618718341,4.94675440713763,0,1
1,0,0.398282819893211,2.59530566167086,0,0
1,1,0.125860415631905,4.45332891889848,1,1
1,0,0.659540616441518,2.43661655695178,0,0
0,0,0.164798477897421,4.41374974790961,0,1
1,0,0.478169963229448,2.11838199407794,0,0
0,1,0.777058988111094,1.35630526929162,0,0
0,0,0.987198140006512,1.55623170780018,1,0
1,1,0.753794581862167,3.4961826656945,1,1
0,0,0.171358266612515,1.89784693764523,0,1
1,0,0.597860081819817,0.165047101909295,1,0
1,1,0.680896227713674,2.31844121124595,1,1
1,1,0.978191205300391,3.03765034070238,0,1
0,1,0.467979015316814,1.81690418743528,1,0
0,0,0.383795744739473,3.42783900210634,0,1
1,0,0.526746788993478,4.88206470618024,0,0
1,0,0.791638496564701,3.92742864438333,0,0
0,1,0.2634082515724,0.619205539114773,0,0
1,1,0.266639211913571,1.22317747795023,1,1
1,0,0.607199365738779,2.98160275560804,0,0
0,1,0.27276241988875,4.6542012412101,0,1
0,1,0.370751234237105,4.76696155383252,0,0
0,1,0.163441201439127,2.44108235114254,1,0
0,0,0.70649129874073,2.44734308449551,0,0
1,1,0.137520216638222,3.8882855232805,1,1
1,0,0.473426281707361,3.31616404931992,0,0
0,0,0.375921735540032,3.44387055956759,0,0
1,0,0.549163678660989,3.57521731290035,0,0
1,0,0.114694698248059,4.76815939415246,0,1
1,0,0.969092037761584,2.61911444715224,0,0
0,0,0.82445890083909,2.31638028635643,1,0
1,0,0.488771959906444,1.2800133402925,0,0
1,1,0.206994298147038,0.684478410985321,1,1
0,1,0.462338095763698,1.80052169598639,1,0
1,1,0.581935029709712,2.21391410566866,1,1
1,1,0.884414591360837,4.41587606095709,0,1
0,0,0.445194199914113,3.29406392294914,0,1
1,0,0.669301057932898,0.571081816451624,1,0
1,1,0.439566754037514,2.0794955349993,0,1
1,0,0.706424441188574,3.9178538764827,0,1
0,0,0.257485307287425,1.26279425225221,0,0
1,1,0.10981118795462,3.14734343905002,1,1
1,1,0.754352923715487,1.98953403858468,1,1
1,1,0.386848771013319,0.851589115336537,1,1
0,1,0.795906356303021,1.25752375810407,0,0
1,1,0.628737815190107,2.1004614722915,0,1
0,0,0.570935809053481,3.46639721188694,0,0
0,0,0.0805099871940911,1.26027334830724,1,1
1,0,0.790757537120953,0.489041256951168,1,0
1,1,0.503176228841767,2.02418030356057,1,1
0,1,0.637093763565645,0.243178609525785,0,0
0,0,0.788439901778474,3.24438517331146,0,0
0,0,0.527032598154619,3.62983362050727,0,0
1,1,0.0180255696177483,4.0953682071995,0,1
0,1,0.980701509397477,1.61693572648801,0,0
1,1,0.742124002892524,3.00173749797978,0,1
1,1,0.779180536279455,2.96256377827376,1,1
1,1,0.953289849217981,1.62172114825808,1,1
1,1,0.177625586977229,4.87918261205778,1,1
0,1,0.88534977985546,2.07706063520163,0,1
0,1,0.660925547825173,3.12147330492735,0,0
0,0,0.853682863060385,2.22812268417329,0,0
0,0,0.910030289087445,2.65808699885383,0,0
0,1,0.393376145977527,3.43343761516735,0,0
0,0,0.282523801317438,3.96985420375131,0,1
1,0,0.534385010367259,2.46167292934842,0,0
1,1,0.784517670050263,4.13675131509081,0,1
0,0,0.231260590488091,1.67715375660919,0,0
0,0,0.831168090924621,1.3013062637765,0,0
1,1,0.59215929498896,4.93227840284817,0,1
0,1,0.849598240340129,3.41694065369666,0,0
0,0,0.695806682109833,2.39346315851435,0,0
1,0,0.164442285895348,3.90275311190635,0,1
0,0,0.980920214904472,0.613732375204563,1,0
0,1,0.0716296040918678,4.92133799940348,1,1
1,1,0.274571460438892,1.03701232932508,1,1
1,1,0.0993681643158197,1.37595411506481,1,1
1,1,0.773118429118767,1.54836290981621,1,1
0,1,0.238072822568938,0.332666641334072,0,0
0,1,0.0309986181091517,1.06464487384073,1,0
1,0,0.26995187276043,2.42972111562267,0,0
1,1,0.0933700585737824,4.04741136007942,0,1
1,1,0.37090584426187,2.70391473430209,1,1
